3lett	S2_%ULT_Tk	S2_%PULT_Tk	S3_%ULT_Tk	S3_%PULT_Tk	S3_%APULT_Tk	S4_%ULT_Tk	S4_%PULT_Tk	S4_%APULT_Tk	S4_%PAPULT_Tk	S5_%ULT_Tk	S5_%PULT_Tk	S5_%APULT_Tk	S5_%PAPULT_Tk	S6_%ULT_Tk	S6_%PULT_Tk	S6_%APULT_Tk	S6_%PAPULT_Tk	S7_%PULT_Tk	S7_%APULT_Tk	S8_%PULT_Tk	S2_nULT_Tk	S2_nPULT_Tk	S3_nULT_Tk	S3_nPULT_Tk	S3_nAPULT_Tk	S4_nULT_Tk	S4_nPULT_Tk	S4_nAPULT_Tk	S4_nPAPULT_Tk	S5_nULT_Tk	S5_nPULT_Tk	S5_nAPULT_Tk	S5_nPAPULT_Tk	S6_nULT_Tk	S6_nPULT_Tk	S6_nAPULT_Tk	S6_nPAPULT_Tk	S7_nPULT_Tk	S7_nAPULT_Tk	S8_nPULT_Tk
ete	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	9	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
eti	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	7	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
etr	NA	NA	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	40	0	0	8	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ett	0	100	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	11	NA	NA	NA	0	0	17	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
eur	NA	NA	NA	NA	NA	0	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	32	0	0	0	5	0	0	NA	NA	NA	NA	NA	NA	NA
eva	NA	NA	0	100	0	8.333333333	0	91.66666667	0	0	54.54545455	0	45.45454545	0	100	0	0	NA	NA	NA	NA	NA	0	1	0	1	0	11	0	0	6	0	5	0	6	0	0	NA	NA	NA
eve	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	14	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
evi	NA	NA	9.090909091	0	90.90909091	3.50877193	92.98245614	0	3.50877193	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	1	0	10	2	53	0	2	NA	NA	NA	NA	0	21	0	0	NA	NA	NA
evo	0	100	NA	NA	NA	0	50	50	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	0	3	NA	NA	NA	0	3	3	0	0	14	0	0	NA	NA	NA	NA	NA	NA	NA
evv	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	58	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ext	0	100	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	0	1	NA	NA	NA	NA	NA	NA	NA	0	5	0	0	NA	NA	NA	NA	NA	NA	NA
fab	0	100	2.272727273	2.272727273	95.45454545	0	88.46153846	0	11.53846154	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	0	12	1	1	42	0	23	0	3	0	0	1	0	NA	NA	NA	NA	NA	NA	NA
fac	0	100	4	29.33333333	66.66666667	13.88888889	72.22222222	13.88888889	0	0	20	70	10	NA	NA	NA	NA	NA	NA	NA	0	79	6	44	100	5	26	5	0	0	2	7	1	NA	NA	NA	NA	NA	NA	NA
fag	NA	NA	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	10	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fal	40	60	0	100	0	4.166666667	95.83333333	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	12	0	23	0	1	23	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAL	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fam	0	100	0	100	0	0	100	0	0	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	0	93	0	261	0	0	17	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA
fan	0	100	0	100	0	0	36.55913978	63.44086022	0	0	100	0	0	0	0	100	0	NA	NA	NA	0	23	0	121	0	0	34	59	0	0	11	0	0	0	0	7	0	NA	NA	NA
far	5.715427658	94.28457234	0	84.07350689	15.92649311	0	39.02439024	60.97560976	0	0	0	0	100	NA	NA	NA	NA	NA	NA	NA	143	2359	0	549	104	0	48	75	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA
fas	0	100	0	59.25925926	40.74074074	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	53	0	16	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fat	0	100	0	100	0	0	98.71794872	1.282051282	0	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	0	189	0	80	0	0	77	1	0	NA	NA	NA	NA	0	7	0	0	NA	NA	NA
fau	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fav	0	100	2.702702703	54.95495495	42.34234234	2.631578947	97.36842105	0	0	0	0	100	0	NA	NA	NA	NA	0	100	NA	0	2	3	61	47	1	37	0	0	0	0	15	0	NA	NA	NA	NA	0	1	NA
faz	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	26	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
feb	0	100	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	11	0	12	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fed	0	100	0	100	0	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	0	11	0	24	0	NA	NA	NA	NA	0	0	2	0	NA	NA	NA	NA	NA	NA	NA
feg	NA	NA	0	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fel	0	100	0	100	0	100	0	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	0	11	0	137	0	24	0	0	0	0	2	0	0	NA	NA	NA	NA	NA	NA	NA
fem	NA	NA	0	0	100	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	23	0	20	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fen	NA	NA	0	100	0	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	12	0	0	0	24	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fer	14.83050847	85.16949153	2.030456853	93.40101523	4.568527919	0	54.09836066	45.90163934	0	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	35	201	4	184	9	0	33	28	0	0	0	2	0	NA	NA	NA	NA	NA	NA	NA
fes	0	100	0	62.5	37.5	0	91.30434783	8.695652174	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	0	92	0	20	12	0	21	2	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA
fet	0	100	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	17	0	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fia	0	100	0	100	0	0	31.81818182	68.18181818	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	158	0	9	0	0	7	15	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fib	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fic	33.33333333	66.66666667	0	100	0	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	8	0	6	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fid	33.33333333	66.66666667	0	97.05882353	2.941176471	0	85.18518519	14.81481481	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	4	0	33	1	0	23	4	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fie	0	100	0	100	0	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	45	0	3	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fig	0.438596491	99.56140351	0	100	0	0	82.60869565	17.39130435	0	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	1	227	0	103	0	0	19	4	0	0	0	14	0	NA	NA	NA	NA	NA	NA	NA
fil	2.884615385	97.11538462	0	96.875	3.125	0	78.78787879	21.21212121	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	3	101	0	31	1	0	26	7	0	0	8	0	0	NA	NA	NA	NA	NA	NA	NA
fin	14.47811448	85.52188552	2.420856611	95.716946	1.862197393	0	85.0678733	14.9321267	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	86	508	13	514	10	0	188	33	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA
fio	0	100	0	100	0	0	63.63636364	36.36363636	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	267	0	29	0	0	7	4	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fir	15.38461538	84.61538462	11.11111111	88.88888889	0	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	11	1	8	0	0	0	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fis	23.28767123	76.71232877	0	55.26315789	44.73684211	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17	56	0	42	34	0	0	12	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fit	0	100	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	25	NA	NA	NA	0	0	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fiu	0	100	NA	NA	NA	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	0	148	NA	NA	NA	NA	NA	NA	NA	0	0	1	0	NA	NA	NA	NA	NA	NA	NA
fla	0	100	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	16	0	10	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
flo	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
flu	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
foc	0	100	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	11	NA	NA	NA	0	6	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fod	NA	NA	0	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fog	0	100	0	100	0	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	0	228	0	21	0	NA	NA	NA	NA	0	1	0	0	NA	NA	NA	NA	NA	NA	NA
fol	0	100	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	50	0	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fon	0.595238095	99.4047619	0	80.95238095	19.04761905	0	42.85714286	57.14285714	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	1	167	0	34	8	0	3	4	0	0	15	0	0	NA	NA	NA	NA	NA	NA	NA
for	0.417101147	99.58289885	0.653594771	87.09150327	12.25490196	0	70.64220183	29.35779817	0	0	0	100	0	0	81.81818182	18.18181818	0	NA	NA	NA	4	955	4	533	75	0	77	32	0	0	0	13	0	0	9	2	0	NA	NA	NA
fos	0	100	0	0	100	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	0	22	0	0	25	NA	NA	NA	NA	0	2	0	0	NA	NA	NA	NA	NA	NA	NA
fot	0	100	NA	NA	NA	0	22.22222222	77.77777778	0	1.315789474	73.68421053	25	0	NA	NA	NA	NA	NA	NA	NA	0	96	NA	NA	NA	0	2	7	0	1	56	19	0	NA	NA	NA	NA	NA	NA	NA
fra	1.321585903	98.6784141	0	84.02366864	15.97633136	0	100	0	0	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	3	224	0	284	54	0	33	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA
fre	0.268096515	99.73190349	0	100	0	0	85.18518519	14.81481481	0	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	1	372	0	27	0	0	23	4	0	0	0	3	0	NA	NA	NA	NA	NA	NA	NA
fri	0	100	0	90.90909091	9.090909091	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	0	15	0	10	1	NA	NA	NA	NA	0	0	12	0	NA	NA	NA	NA	NA	NA	NA
fro	0	100	0	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	79	0	0	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fru	0.869565217	99.13043478	0	100	0	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	1	114	0	32	0	NA	NA	NA	NA	0	0	6	0	NA	NA	NA	NA	NA	NA	NA
fuc	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	11	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fug	23.52941176	76.47058824	4.166666667	88.88888889	6.944444444	0	22.22222222	77.77777778	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	39	3	64	5	0	2	7	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ful	NA	NA	7.692307692	0	92.30769231	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	12	0	4	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fum	0	100	0	100	0	0	50	50	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	74	0	74	0	0	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fun	0	100	1.333333333	98.66666667	0	3.076923077	80	16.92307692	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	53	1	74	0	2	52	11	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fuo	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	488	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fur	0	100	0	100	0	0	91.66666667	8.333333333	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	0	53	0	56	0	0	11	1	0	0	7	0	0	NA	NA	NA	NA	NA	NA	NA
fus	0	100	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	31	0	1	0	0	2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fut	0	100	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	10	0	42	0	0	3	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gab	0	100	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	63	0	9	0	0	5	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gai	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gal	0	100	3.703703704	96.2962963	0	0	97.82608696	2.173913043	0	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	0	31	3	78	0	0	45	1	0	0	0	3	0	NA	NA	NA	NA	NA	NA	NA
gam	0	100	0	0	100	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	145	0	0	17	0	3	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gar	0	100	50	50	0	0	68.42105263	31.57894737	0	0	25	75	0	NA	NA	NA	NA	NA	NA	NA	0	87	2	2	0	0	13	6	0	0	1	3	0	NA	NA	NA	NA	NA	NA	NA
gas	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gat	0	100	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	247	NA	NA	NA	0	18	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gel	4	96	0	81.25	18.75	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	24	0	52	12	0	11	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gem	0	100	0	96.96969697	3.03030303	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	14	0	32	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gen	0	100	0	52.84090909	47.15909091	0	100	0	0	24	60	16	0	NA	NA	NA	NA	NA	NA	NA	0	228	0	93	83	0	220	0	0	6	15	4	0	NA	NA	NA	NA	NA	NA	NA
geo	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	45.65217391	54.34782609	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	21	25	0	NA	NA	NA	NA	NA	NA	NA
ger	NA	NA	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	20	0	0	3	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ges	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
get	64.51612903	35.48387097	0	92.68292683	7.317073171	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	11	0	38	3	0	0	11	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ghe	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ghi	0	100	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	74	0	26	0	0	2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gia	0	100	0	100	0	0	95.3125	4.6875	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	167	0	166	0	0	61	3	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gig	0	100	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	14	0	52	0	0	31	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gin	NA	NA	0	100	0	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	28	0	0	0	18	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gio	0.685518423	99.31448158	3.622047244	72.44094488	23.93700787	0	85.17110266	14.82889734	0	0	58.33333333	41.66666667	0	NA	NA	NA	NA	NA	NA	NA	8	1159	23	460	152	0	224	39	0	0	7	5	0	NA	NA	NA	NA	NA	NA	NA
gir	5.464480874	94.53551913	0	94.31818182	5.681818182	0	67.74193548	32.25806452	0	0	100	0	0	0	0	100	0	NA	NA	NA	10	173	0	83	5	0	21	10	0	0	6	0	0	0	0	1	0	NA	NA	NA
git	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
giu	9.116809117	90.88319088	0	43.51851852	56.48148148	0	80	17.14285714	2.857142857	0	55.55555556	33.33333333	11.11111111	0	0	100	0	NA	NA	NA	32	319	0	47	61	0	28	6	1	0	5	3	1	0	0	1	0	NA	NA	NA
gla	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	8	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gli	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
glo	0	100	0	26.08695652	73.91304348	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	15	0	6	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gno	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gob	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
goc	0	100	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	54	0	1	0	0	8	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
god	22.22222222	77.77777778	0	94.11764706	5.882352941	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	7	0	16	1	0	0	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gol	0	100	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	50	0	11	0	0	13	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gom	0	100	0	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	33	0	0	11	0	0	19	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gon	5.882352941	94.11764706	0	80	20	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	32	0	12	3	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gor	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	9	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
got	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gov	NA	NA	0	100	0	0	100	0	0	0	92.85714286	7.142857143	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	17	0	0	8	0	0	0	13	1	0	NA	NA	NA	NA	NA	NA	NA
gra	0.895933839	99.10406616	6.837606838	79.48717949	13.67521368	0	52.17391304	47.82608696	0	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	13	1438	8	93	16	0	48	44	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA
gre	0	100	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	84	0	18	0	0	2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gri	33.67875648	66.32124352	0	84.21052632	15.78947368	0	33.33333333	66.66666667	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	65	128	0	48	9	0	4	8	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gro	0	100	0	100	0	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	0	264	0	1	0	NA	NA	NA	NA	0	1	0	0	NA	NA	NA	NA	NA	NA	NA
grr	0	100	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	38	0	14	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gru	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	104	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gua	11.80124224	88.19875776	1.319261214	92.08443272	6.596306069	1.5625	37.5	57.8125	3.125	0	63.63636364	36.36363636	0	NA	NA	NA	NA	NA	NA	NA	57	426	5	349	25	1	24	37	2	0	7	4	0	NA	NA	NA	NA	NA	NA	NA
gue	0	100	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	101	0	28	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
guf	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gui	0	100	3.846153846	92.30769231	3.846153846	0	50	50	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	38	1	24	1	0	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gul	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
