4lett	S2_%ULT_Tk	S2_%PULT_Tk	S3_%ULT_Tk	S3_%PULT_Tk	S3_%APULT_Tk	S4_%ULT_Tk	S4_%PULT_Tk	S4_%APULT_Tk	S4_%PAPULT_Tk	S5_%ULT_Tk	S5_%PULT_Tk	S5_%APULT_Tk	S5_%PAPULT_Tk	S6_%ULT_Tk	S6_%PULT_Tk	S6_%APULT_Tk	S6_%PAPULT_Tk	S7_%PULT_Tk	S7_%APULT_Tk	S8_%PULT_Tk	S2_nULT_Tk	S2_nPULT_Tk	S3_nULT_Tk	S3_nPULT_Tk	S3_nAPULT_Tk	S4_nULT_Tk	S4_nPULT_Tk	S4_nAPULT_Tk	S4_nPAPULT_Tk	S5_nULT_Tk	S5_nPULT_Tk	S5_nAPULT_Tk	S5_nPAPULT_Tk	S6_nULT_Tk	S6_nPULT_Tk	S6_nAPULT_Tk	S6_nPAPULT_Tk	S7_nPULT_Tk	S7_nAPULT_Tk	S8_nPULT_Tk
sold	0	100	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	96	0	61	0	0	23	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sole	0	100	0	100	0	0	100	0	0	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	0	338	0	10	0	0	6	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA
soli	NA	NA	0	0	100	0	100	0	0	0	41.17647059	58.82352941	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	85	0	22	0	0	0	7	10	0	NA	NA	NA	NA	NA	NA	NA
soll	NA	NA	34.61538462	65.38461538	0	0	75.6097561	24.3902439	0	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	17	0	0	31	10	0	0	0	3	0	NA	NA	NA	NA	NA	NA	NA
solo	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	851	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
solt	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	181	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
solu	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	37	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
somi	NA	NA	0	100	0	0	86.66666667	13.33333333	0	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	9	0	0	13	2	0	0	0	2	0	NA	NA	NA	NA	NA	NA	NA
somm	0	100	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	16	0	15	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sona	0	100	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	5	0	3	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sonn	0	100	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	74	NA	NA	NA	0	5	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sono	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	8	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sont	NA	NA	0	100	0	0	100	0	0	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	0	2	0	0	3	0	0	NA	NA	NA	NA	0	0	1	0	NA	NA	NA
sopp	NA	NA	0	100	0	0	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	9	0	0	11	0	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA
sopr	0	100	NA	NA	NA	0	100	0	0	0	36.66666667	63.33333333	0	NA	NA	NA	NA	NA	NA	NA	0	169	NA	NA	NA	0	111	0	0	0	11	19	0	NA	NA	NA	NA	NA	NA	NA
sord	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sore	NA	NA	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	57	0	0	54	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sorg	0	100	2.941176471	67.64705882	29.41176471	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	21	1	23	10	0	0	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sorp	NA	NA	0	100	0	0	77.77777778	22.22222222	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	7	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sorr	NA	NA	0	100	0	2.127659574	68.08510638	29.78723404	0	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	82	0	1	32	14	0	0	0	4	0	NA	NA	NA	NA	NA	NA	NA
sors	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sort	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sorv	NA	NA	NA	NA	NA	0	100	0	0	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	7	0	0	0	0	2	0	NA	NA	NA	NA	NA	NA	NA
sosp	NA	NA	6.578947368	93.42105263	0	0	77.27272727	22.72727273	0	0	33.33333333	66.66666667	0	0	0	100	0	NA	NA	NA	NA	NA	5	71	0	0	17	5	0	0	2	4	0	0	0	1	0	NA	NA	NA
sost	0	100	0	100	0	5.882352941	64.70588235	29.41176471	0	0	94.59459459	5.405405405	0	0	14.28571429	85.71428571	0	NA	NA	NA	0	12	0	96	0	1	11	5	0	0	35	2	0	0	2	12	0	NA	NA	NA
sott	3.255813953	96.74418605	0	100	0	0	100	0	0	2.272727273	4.545454545	93.18181818	0	0	62.5	37.5	0	0	100	NA	14	416	0	41	0	0	26	0	0	1	2	41	0	0	5	3	0	0	1	NA
sove	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	7	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sovi	NA	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	12	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sovr	NA	NA	0	100	0	0	100	0	0	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	30	0	0	5	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA
spac	0	100	0	100	0	0	100	0	0	50	0	50	0	NA	NA	NA	NA	NA	NA	NA	0	2	0	7	0	0	1	0	0	1	0	1	0	NA	NA	NA	NA	NA	NA	NA
spad	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
spag	0	100	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	17	0	29	0	0	3	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
spal	0	100	36.36363636	63.63636364	0	0	86.66666667	13.33333333	0	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	0	81	4	7	0	0	13	2	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA
spar	18.18181818	81.81818182	2.985074627	91.04477612	5.970149254	0	36.36363636	63.63636364	0	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	6	27	2	61	4	0	4	7	0	0	0	3	0	NA	NA	NA	NA	NA	NA	NA
spas	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
spav	NA	NA	29.41176471	70.58823529	0	2.702702703	94.59459459	2.702702703	0	0	66.66666667	33.33333333	0	0	0	100	0	NA	NA	NA	NA	NA	5	12	0	2	70	2	0	0	2	1	0	0	0	25	0	NA	NA	NA
spaz	1.769911504	98.2300885	4.347826087	84.05797101	11.5942029	0	87.5	12.5	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	2	111	3	58	8	0	14	2	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA
spec	0	100	1.041666667	98.95833333	0	36.84210526	36.84210526	26.31578947	0	0	100	0	0	0	0	100	0	NA	NA	NA	0	180	1	95	0	14	14	10	0	0	10	0	0	0	0	1	0	NA	NA	NA
sped	NA	NA	0	100	0	0	76.19047619	23.80952381	0	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	15	0	0	16	5	0	0	0	3	0	NA	NA	NA	NA	NA	NA	NA
speg	0	100	0	38.46153846	61.53846154	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	4	0	5	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
spen	0	100	5	30	65	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	39	1	6	13	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sper	0	100	0	99.29577465	0.704225352	0	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	0	59	0	141	1	0	0	3	0	0	9	0	0	NA	NA	NA	NA	NA	NA	NA
spes	0	100	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	176	NA	NA	NA	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
spet	0	100	0	87.5	12.5	0	30.86419753	69.13580247	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	26	0	7	1	0	25	56	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
spez	23.52941176	76.47058824	11.76470588	82.35294118	5.882352941	0	50	50	0	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	4	13	2	14	1	0	1	1	0	0	0	2	0	NA	NA	NA	NA	NA	NA	NA
spia	1.086956522	98.91304348	0	77.77777778	22.22222222	0	57.14285714	42.85714286	0	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	1	91	0	7	2	0	4	3	0	NA	NA	NA	NA	0	0	2	0	NA	NA	NA
spic	50	50	10	70	20	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	3	1	7	2	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
spie	27.27272727	72.72727273	4.597701149	90.8045977	4.597701149	0	84.84848485	15.15151515	0	0	0	75	25	NA	NA	NA	NA	NA	NA	NA	18	48	4	79	4	0	28	5	0	0	0	3	1	NA	NA	NA	NA	NA	NA	NA
spig	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
spil	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
spin	0	100	0	42.5	57.5	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	72	0	17	23	0	0	4	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
spio	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	7	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
spir	NA	NA	0	24.3902439	75.6097561	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	10	31	0	8	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sple	0	100	0	26.25	73.75	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3	0	21	59	0	0	3	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
spog	0	100	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	10	0	6	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
spol	NA	NA	0	60	40	0	75	25	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3	2	0	3	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
spon	0	100	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	13	NA	NA	NA	0	0	7	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
spor	0	100	0	92.45283019	7.547169811	0	42.85714286	57.14285714	0	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	0	28	0	49	4	0	3	4	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA
spos	10.25641026	89.74358974	4.225352113	84.50704225	11.26760563	0	55	45	0	0	100	0	0	0	0	100	0	NA	NA	NA	4	35	3	60	8	0	11	9	0	0	1	0	0	0	0	1	0	NA	NA	NA
spra	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	8	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
spre	0	100	0	100	0	0	100	0	0	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	0	5	0	7	0	0	1	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA
spro	NA	NA	50	50	0	0	100	0	0	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	3	0	0	10	0	0	0	0	3	0	NA	NA	NA	NA	NA	NA	NA
spru	12.5	87.5	20	80	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	7	1	4	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
spug	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
spum	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
spun	33.33333333	66.66666667	10.52631579	68.42105263	21.05263158	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	12	2	13	4	0	0	7	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sput	0	100	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	0	4	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
squa	0	100	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	63	NA	NA	NA	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
squi	20	80	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	4	0	17	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ssst	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	6	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
stab	NA	NA	100	0	0	0	100	0	0	0	43.75	56.25	0	0	0	100	0	NA	NA	NA	NA	NA	6	0	0	0	36	0	0	0	7	9	0	0	0	1	0	NA	NA	NA
stac	40	60	0	81.81818182	18.18181818	0	50	50	0	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	10	15	0	18	4	0	2	2	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA
stad	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
stag	0	100	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	41	0	63	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
stal	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
stam	5.882352941	94.11764706	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	16	0	21	0	0	9	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
stan	1.075268817	98.92473118	0	90.90909091	9.090909091	0	50	50	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	2	184	0	30	3	0	3	3	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA
star	2.03125	97.96875	1.219512195	35.36585366	63.41463415	0	77.77777778	22.22222222	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	627	1	29	52	0	7	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
stas	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	26	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
stat	0	100	0	100	0	0	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	0	127	0	117	0	0	1	0	0	0	10	0	0	NA	NA	NA	NA	NA	NA	NA
stav	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	32	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
staz	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	27	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
stel	0	100	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	162	0	16	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
stem	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sten	0	100	0	50	50	0	33.33333333	66.66666667	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	29	0	8	8	0	2	4	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ster	NA	NA	0	87.5	12.5	0	100	0	0	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	0	7	1	0	10	0	0	NA	NA	NA	NA	0	0	1	0	NA	NA	NA
stes	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	394	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
stil	0	100	0	100	0	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	0	11	0	5	0	NA	NA	NA	NA	0	0	7	0	NA	NA	NA	NA	NA	NA	NA
stim	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
stip	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	11	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
stir	20	80	0	100	0	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	1	4	0	6	0	NA	NA	NA	NA	0	0	1	0	NA	NA	NA	NA	NA	NA	NA
stiv	0	100	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	10	0	27	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
stof	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
stom	NA	NA	0	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
stop	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
stor	0.276243094	99.72375691	0	19.56521739	80.43478261	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	361	0	9	37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
stra	0.175131349	99.82486865	3.296703297	95.6043956	1.098901099	0	82.75862069	17.24137931	0	0	96.66666667	3.333333333	0	NA	NA	NA	NA	NA	NA	NA	1	570	3	87	1	0	24	5	0	0	58	2	0	NA	NA	NA	NA	NA	NA	NA
stre	0	100	0	100	0	0	50	50	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	0	120	0	19	0	0	1	1	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA
stri	7.5	92.5	0	64.78873239	35.21126761	0	0	100	0	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	6	74	0	46	25	0	0	13	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA
stro	NA	NA	50	50	0	0	100	0	0	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	0	0	6	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA
stru	0	100	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	5	0	80	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
stud	0	100	2.105263158	96.84210526	1.052631579	0	100	0	0	0	50	50	0	NA	NA	NA	NA	NA	NA	NA	0	84	2	92	1	0	4	0	0	0	1	1	0	NA	NA	NA	NA	NA	NA	NA
stuf	0	100	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	21	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
stup	100	0	0.847457627	61.86440678	37.28813559	0	90.90909091	9.090909091	0	0	0	100	0	0	100	0	0	NA	NA	NA	4	0	1	73	44	0	10	1	0	0	0	2	0	0	1	0	0	NA	NA	NA
suba	NA	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	9	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
subi	100	0	0	2.619047619	97.38095238	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	0	11	409	0	0	7	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
succ	0	100	0	99.06542056	0.934579439	8.641975309	67.90123457	23.45679012	0	0	0	100	0	0	100	0	0	NA	NA	NA	0	13	0	212	2	7	55	19	0	0	0	1	0	0	15	0	0	NA	NA	NA
suda	0	100	0	90	10	0	0	100	0	0	66.66666667	33.33333333	0	NA	NA	NA	NA	NA	NA	NA	0	3	0	9	1	0	0	1	0	0	2	1	0	NA	NA	NA	NA	NA	NA	NA
sudd	NA	NA	NA	NA	NA	0	100	0	0	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	15	0	0	0	0	2	0	NA	NA	NA	NA	NA	NA	NA
sudo	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	6	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
suff	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	15	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sugg	NA	NA	100	0	0	0	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	0	0	18	0	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA
sugh	NA	NA	0	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sugo	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
suol	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
suon	1.694915254	98.30508475	3.846153846	84.61538462	11.53846154	28.57142857	57.14285714	14.28571429	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	116	2	44	6	4	8	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
suor	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
supe	0	100	11.11111111	44.44444444	44.44444444	0	97.38219895	2.617801047	0	0	95.65217391	4.347826087	0	NA	NA	NA	NA	NA	NA	NA	0	39	2	8	8	0	186	5	0	0	22	1	0	NA	NA	NA	NA	NA	NA	NA
